id;libelle;xp
11658;Rune Pa Do Terre;4.0
11650;Rune Pa Do Pou;4.0
11666;Rune Pa Do Neutre;4.0
11660;Rune Pa Do Feu;4.0
11662;Rune Pa Do Eau;4.0
11654;Rune Pa Do Cri;4.0
11664;Rune Pa Do Air;4.0
1550;Rune Pa Cha;0.25
1549;Rune Pa Age;0.25
7442;Rune Invo;45.0
7448;Rune Ini;0.090909091
1522;Rune Ine;0.090909091
1558;Rune Ga Pme;405.0
1557;Rune Ga Pa;500.0
11637;Rune Fui;1.0
1519;Rune Fo;0.090909091
11657;Rune Do Terre;1.0
7437;Rune Do Ren;1.0
11649;Rune Do Pou;1.0
18722;Rune Do Per So;1.0
18719;Rune Do Per Mé;1.0
18720;Rune Do Per Di;1.0
18721;Rune Do Per Ar;1.0
11665;Rune Do Neutre;1.0
11659;Rune Do Feu;1.0
11661;Rune Do Eau;1.0
11653;Rune Do Cri;1.0
11663;Rune Do Air;1.0
7508;Rune de Signature;1.0
7433;Rune Cri;5.0
1525;Rune Cha;0.090909091
1524;Rune Age;0.090909091
1610;Roue de Tivelo;0.5
8803;Rotule du Disciple Zoth;7.0
15263;Rose des sables;1.25
2467;Rondelles de Milirat Strubien;1.0
2620;Rhum de Qualité;0.5
19236;Restes d'Esprigné;9.0
8790;Rembourrage de Meupette;2.0
6488;Racine du Chêne Mou;7.0
11892;Racine d'Abrazif;47.0
16150;Racine d'Abraknyde Vénérable;0.5
1612;Racine d'Abraknyde Sombre;0.5
8496;Racine d'Abraknyde Ancestral;2.0
435;Racine d'Abraknyde;0.032258065
14141;Racine cristalline;200.0
8798;Queue emplumée du Rasboul Majeur;37.0
11219;Queue du Royalmouth;56.0
438;Queue du Mulou;0.25
11230;Queue du Fu Mansot;2.0
11135;Queue du Boufmouth légendaire;15.0
11882;Queue de Yomi Givrefoux;17.0
11921;Queue de Wolvero;7.0
13991;Queue de Sinistrofu;92.0
18369;Queue de Scordion Bleu;1.0
2496;Queue de Rat d'Hyoactif;0.2
15175;Queue de Mère Veilleuse;3.0
11945;Queue de Meliglours;8.0
17973;Queue de Mantaze;5.0
11943;Queue de Glourséleste;25.0
18370;Queue de Fennex;1.0
11312;Queue de Fantomalamère;3.0
18730;Queue de Chevrotine;8.0
17615;Queue de Chasquatch;4.0
13972;Queue de Brikoglours;92.0
11929;Queue de Blérom;76.0
19411;Queue de Bethel Akarna;34.0
11238;Queue d'Ecumouth;1.0
8747;Pétale Passaoh;1.0
8748;Pétale Morito;1.0
8746;Pétale Malibout;1.0
8745;Pétale Kouraçao;1.0
11525;Péroné du Marôdeur;8.0
14635;Pépite;1.25
13978;Pédoncule de Mérulor;92.0
11894;Pédoncule de Mérulette;47.0
11889;Pédoncule de Fongeur;47.0
6904;Protection usagée du Bworker;0.0
19408;Protection de Funespadon;10.0
17065;Poupée Vaudou Tam;0.25
2627;Poupée Vaudou Sarbak;0.25
2626;Poupée Vaudou Jav;0.25
2625;Poupée Vaudou Eth;0.25
2628;Poupée Vaudou Ark;0.25
12435;Poudre Vénérable;8.0
12433;Poudre Novice;0.5
12434;Poudre Mature;2.0
12432;Poudre Juvénile;0.125
13154;Poudre glaciale;25.0
14267;Pointe osseuse de Grasmera;34.0
19407;Pointe de Lance de Tournoyé;10.0
840;Poils du Minotoror;4.0
18734;Poils du Comte Razof;25.0
291;Poils de Mulounoké;0.5
8061;Poils de Koalak Reinette;1.0
8062;Poils de Koalak Indigo;1.0
8059;Poils de Koalak Griotte;1.0
8085;Poils de Koalak Forestier;1.0
8060;Poils de Koalak Coco;1.0
13697;Poils de Guerrier Koalak;1.0
19072;Poils de Goultime;10.0
11936;Poils de Boulglours;4.0
8066;Poils de Barbe du Warko Violet;13.0
409;Poils de Barbe du Bwork Mage;0.019607843
8065;Poils de Barbe de Dragodinde;3.0
19972;Poils de barbe de Barbélier;9.0
8405;Poil de Skeunk;5.0
8481;Poil de Rat d'Égoutant;0.166666667
8571;Poil de Rat Brâkmarien;2.0
17976;Poil de Meno;34.0
8311;Poil de Gamino;0.5
8393;Poil de Dragon Cochon;29.0
17616;Poil de Chacrebleu;4.0
11250;Poil de Chachachovage;0.5
8389;Poil de Bworkette;6.0
11924;Poil de Blérauve;76.0
11321;Poil de Ben le Ripate;12.0
11229;Poil de barbe du Shamansot;2.0
13935;Poil d'aisselle de Missiz Frizz;34.0
16148;Poil d'Abrakne;0.083333333
12374;Poignée du Gorgouille;43.0
14268;Poche de magma de Grasmera;338.0
14266;Poche de charbon de Grasmera;22.0
11223;Plume du Timansot;1.0
8309;Plume du Serpiplume;0.333333333
13167;Plume du Rasboul Majeur;3.0
11232;Plume du Mansot Royal;10.0
17622;Plume du Cavalier;10.0
6898;Plume de Piou Violet;0.001199041
6899;Plume de Piou Vert;0.001298701
6900;Plume de Piou Rouge;0.001298701
6903;Plume de Piou Rose;0.001199041
6902;Plume de Piou Jaune;0.001199041
6897;Plume de Piou Bleu;0.001199041
11257;Plume de Gélikan;0.5
13984;Plume de Granduk;9.0
14512;Plume de Gobvious;1.0
8766;Plume de fesse du Kido;0.5
2602;Plume de Domoizelle;0.5
13941;Plume de Dodox;9.0
13989;Plume de Cycloïde;92.0
1889;Plume de Crowneille;0.333333333
15720;Plume de Brabuzar;10.0
19237;Plume d'Ilyzaelle;34.0
13709;Place de Concert de Diamantine;10.0
15446;Piège désamorcé de Mâchassin;5.0
276;Pièce du Trésor du Badoul;1.0
274;Pièce du Puzzle de la Griffe;1.0
15732;Pixel de Segmantid;1.0
15728;Pixel de Gromorso;2.0
15727;Pixel de Fraktale;7.0
15729;Pixel de Farfacette;2.0
15730;Pixel de Brikablak;2.0
15731;Pixel d'Éklatleth;2.0
8777;Pistil du Tynril;7.0
17621;Pique du Soldat;10.0
11309;Pince du Fancrôme;3.0
15454;Pince de Lucrane;6.0
14817;Pince de Krabouilleur;51.0
19232;Pince de Crâme;9.0
8744;Pince de Crustorail;0.125
17971;Pince de Crabe Yoloniste;3.0
11254;Pince de Crabe Hijacob;0.333333333
14279;Pierre Précieuse Zoth;0.5
13731;Pierre Médicinale;0.2
8402;Pierre du Koulosse;29.0
431;Pierre du Craqueleur;0.142857143
11530;Pierre du Courtilieur;9.0
14952;Pierre de Serpiplume;8.0
11331;Pierre de Mofette;6.0
450;Pierre de Granit;0.81
11329;Pierre de Fumrirolle;5.0
1679;Pierre de Crystaloboule;0.25
11323;Pierre d'Atomystique;5.0
17988;Pierre Angulaire;24.0
18383;Picot d'El Piko;6.0
13993;Pic du Nocturlabe;92.0
18566;Pic de Pikténia;5.0
14822;Pic de Pikoleur;5.0
14280;Pic de Dragodinde Dorée;0.5
2599;Pic de Dragodinde;0.142857143
19068;Pic d'Anerice;33.0
1681;Peau Égrotante;0.5
9401;Peau du Bworker;195.0
15723;Peau de Vindeux;6.0
18565;Peau de Trémorse;2.0
17981;Peau de Trithon;24.0
6740;Peau de Tivelo;6.0
8404;Peau de Skeunk;48.0
6739;Peau de Roukouto;6.0
8482;Peau de Rat;1.0
8482;Peau de Rat;1.0
8483;Peau de Ramane d'Égoutant;0.142857143
8084;Peau de Piralak;1.0
15688;Peau de Pataugerme;2.0
15172;Peau de Métaphorreur;3.0
8383;Peau de Moon;2.0
8312;Peau de Minoskito;0.333333333
8052;Peau de Maître Koalak;1.0
11225;Peau de Mansobèse;2.0
8315;Peau de Mandrine;0.333333333
8314;Peau de Kraméléhon;0.5
8050;Peau de Koalak Immature;2.0
17612;Peau de Gériatique;1.0
8054;Peau de Drakoalak;1.0
8392;Peau de Don Duss Ang;0.82
8391;Peau de Don Dorgan;0.93
8390;Peau de Cochon de Farle;1.55
8053;Peau de Chevaucheur Koalak;11.0
8388;Peau de Bworkette;0.5
11527;Peau d'Ouilleur;4.0
18540;Paupière Dorée de Rykaon;10.0
13943;Patte de Termystique;9.0
15685;Patte de Tabacille;7.0
11335;Patte de Soryo Givrefoux;18.0
15452;Patte de Scoliopode;6.0
11252;Patte de Rat Bougri;3.0
17609;Patte de Pupuce;1.0
18564;Patte de Masticroc;2.0
17985;Patte de Li-Fo;5.0
13341;Patte de la Gardienne des Égouts;2.0
11895;Patte de Korriandre;20.0
14510;Patte de Bouledogre;1.0
16159;Patte d'Abrakne Irascible;2.0
18359;Parchemin de Cactana;2.0
17974;Parasite Aquatique;23.0
2502;Papatte de Croc Gland;0.25
17611;Palpe de Pikbul;1.0
15724;Pagne de Trantroa;6.0
15460;Os de Sramouraï;2.0
8083;Os de Pékeualak;1.0
18732;Os de Nemroz;8.0
8055;Os de Mama Koalak;8.0
11247;Oreille percée du Fricochère;2.0
11231;Oreille du Fu Mansot;22.0
11336;Oreille de Soryo Givrefoux;2.0
14516;Oreille de Rhinoféroce;1.0
13976;Oreille de Mécanofoux;92.0
11248;Oreille de Kaniglou;2.0
2497;Oreille de Guerrier Mental;0.142857143
18541;Oreille de Griffotep;10.0
11519;Oreille de Gobosteur;3.0
11920;Oreille de Fleuro;7.0
11887;Oreille de Fistulor;47.0
6844;Oreille de Douzdoa;0.066666667
11926;Oreille de Croleur;8.0
17618;Oreille de Chargus;4.0
14509;Oreille de Bouledogre;8.0
11119;Oreille de Bouftonmouth;1.0
11928;Oreille de Blérice;76.0
11934;Oreille d'Apériglours;3.0
13157;Ongle du Bworker;19.0
19069;Ongle de Goulafre;10.0
11930;Omoplate de Blérom;8.0
28432;Nékinéko;393.0
15689;Noyau de Protozorreur;34.0
392;Noix de Pécan;0.047619048
997;Noix de Kokoko;1.0
1678;Noix de Grokoko Traumatisée;0.166666667
391;Noix de Cajou;0.015384615
19073;Nez de Pipisteuse;10.0
9940;Nacre brute;0.5
8394;Méga Pierre du Craqueleur Légendaire;12.0
2251;Méga Pierre du Craqueleur;0.5
15447;Mèche de bombe de Terristocrate;5.0
11315;Mât de Fantômat;3.0
14144;Mycoses gelées;200.0
18362;Moustaches de Cactoblongo;2.0
15169;Moustache précieuse;1.0
8763;Moustache du Mufafah;0.5
17620;Moustache de Ush;18.0
17979;Moustache de Rilur;5.0
2301;Moustache de Kolérat;0.333333333
13923;Moustache de Klime;34.0
13934;Moustache de Frimar;92.0
15180;Morceau de clef de Paspartou;5.0
8758;Morceau de caleçon de Gourlo;1.0
13926;Molaire de Ventrublion;92.0
13938;Molaire de Nessil;92.0
11927;Molaire de Blérice;8.0
8396;Mojo de Mergranlou;8.0
13971;Maxillaire de Brikoglours;9.0
14922;Masque du Vide;9.0
14926;Masque du Vice;9.0
14925;Masque de la Vivacité;9.0
14924;Masque de la Violence;9.0
14923;Masque de la Vengeance;9.0
16157;Masque Cassé d'Araknotron Irascible;1.0
16152;Masque Brisé d'Araknotron;0.5
18358;Maraca de Lévito;2.0
11922;Manubrium de Wolvero;69.0
16160;Mandibule d'Abrakne Irascible;20.0
11880;Malléole de Yomi Givrefoux;2.0
13930;Malleus de Karkanik;92.0
8757;Maillot de corps de Barbroussa;0.25
410;Livre du Bwork Mage;0.333333333
17966;Lest anti-tourbillon;584.0
12001;Larme de Givrefoux;2.0
17975;Lanterne de Tourthon;3.0
18563;Langue de Morsquale;2.0
15166;Langue de Mimikado;1.0
19401;Langue de Hacharné;10.0
2504;Langue de Craquelope;1.0
11893;Lamelle de Mérulette;6.0
11885;Lamelle de Dramanite;6.0
9278;Lamelle de Champbis;56.0
2619;Lait de Tortue;1.0
11221;Laine du Royalmouth;6.0
7905;Laine du Boufcoul;0.333333333
11339;Laine de Yokaï Givrefoux;2.0
11341;Laine de Tengu Givrefoux;15.0
13982;Laine de Sylargh;34.0
881;Laine de Ramane Strubien;0.111111111
11338;Laine de Maho Givrefoux;2.0
11937;Laine de Glouragan;76.0
11136;Laine de Boufmouth légendaire;2.0
11117;Laine de Boufmouth;1.0
929;Kristalite;16.0
2500;Kolérat Mort;3.0
1018;Kole;4.0
2618;Kokopaille;0.083333333
15182;Kamatrix;2.0
18357;Jus de Cacterre;9.0
15176;Joyau de la couronne du roi Nidas;51.0
13706;Journal Intime d'Émeraude;10.0
13499;Jouet de Gamine Zoth;0.5
19973;Jambière de Kasrok;9.0
479;Ivoire;0.045454545
11935;Iris de Boulglours;38.0
373;Intestin d'araknosé;0.066666667
13931;Incus de Verglasseur;9.0
13983;Incisive de Sylargh;338.0
13927;Incisive de Stalak;9.0
11949;Incisive de Kami Givrefoux;6.0
11939;Incisive de Glourmand;8.0
8739;Humérus du Sparo;3.0
14823;Huile de Pikoleur;51.0
11226;Huile de Mamansot;18.0
11313;Huile de Fantimonier;29.0
13698;Houpette de Koalak Sanguin;1.0
11944;Hamatum de Glourséleste;254.0
2645;Groin de Dragon Cochon;2.0
13986;Griffe de Strigide;9.0
15171;Griffe de Phorrêveur;3.0
440;Griffe de Muloubard;0.5
11931;Griffe de Kolosso;25.0
13950;Griffe de Kanimate;92.0
15719;Griffe de Buboxor;12.0
11923;Griffe de Blérauve;8.0
18539;Grenat de Momistik;10.0
19402;Grenade de Moribombe;10.0
13730;Graine de la Discorde;0.125
8785;Graine de l'Abrakleur sombre;2.0
19074;Goulobule rouge;46.0
2632;Glouto Rhum;0.5
17614;Glande du Pounicheur;6.0
11239;Gland de l'Ecumouth;13.0
17623;Gilet du Valet;10.0
13367;Galet Solaire;313.0
13365;Galet Saisonnier;13.0
12738;Galet rutilant;125.0
13366;Galet Lunaire;63.0
12737;Galet cramoisi;13.0
12740;Galet brasillant;1250.0
8490;Fémur de Sphincter Cell;10.0
8056;Fémur de Koalak Farouche;12.0
13736;Furoncle de la Mama Bwork;5.0
12447;Fumée Vénérable;8.0
12445;Fumée Novice;0.5
12446;Fumée Mature;2.0
12444;Fumée Juvénile;0.125
19971;Fronde de Boufbos;9.0
12375;Fragment du Gorgouille;4.0
11522;Fragment de pépite de Sakaï;9.0
2304;Fragment de Pierre Polie;0.076923077
2305;Fragment de Pierre Pointue;0.142857143
18537;Fragment de Chakanoubis;10.0
8762;Fragment de cerveau poli;0.5
9281;Fragment d'Ougalurette;195.0
19235;Fragment d'Ectorche;9.0
8760;Foulard du Sparo;0.25
15458;Foulard de Milimaître;2.0
13699;Foulard de Koalak Farouche;1.0
17987;Flûte de Klûtiste;10.0
18733;Flèche de Crâmbo;8.0
7904;Fleur de Kaliptus;0.02
2253;Fleur de Gloutovore;0.5
18361;Fleur de Cactiflore;2.0
12443;Flaque Vénérable;8.0
12441;Flaque Novice;0.5
12442;Flaque Mature;2.0
12440;Flaque Juvénile;0.125
12075;Fiole de fumée de Nelween;12.0
420;Ficelle en Lin;0.005181347
426;Fibre de Chanvre;2.0
2624;Feuille de Tikoko;0.166666667
2254;Feuille de Fourbasse;0.5
13529;Feuille de Branche Soignante;2.0
14143;Fermeture éclair;200.0
1691;Faux Visage de Choudini;2.0
8811;Faux menton du Bourbassingue;4.0
14264;Fausse dent de Grozilla;25.0
13168;Ethmoïde du Minotot;12.0
13928;Ethmoïde de Stalak;92.0
2468;Estomac de Ouassingue;1.0
13338;Enfumoir Zoth;0.5
8812;Encre du Kralamoure géant;281.0
17977;Encre de Poulpée;3.0
11517;Eclat temporel;254.0
11475;Eau calme;0.006666667
11242;Défense du Sanglacier;17.0
15170;Défense du Phossile;14.0
13702;Dédicace de Skeunk pour Émeraude;1.0
8756;Duvet du Kilibriss;1.0
12076;Duvet de Nelween;1.0
11227;Duvet de Mamansot;2.0
16161;Doigt de Branche Invocatrice;2.0
17982;Dentier de Dantinéa;34.0
19974;Dent de Vatenbière;9.0
15722;Dent de Trezz;6.0
17990;Dent de Tilamproie;10.0
11240;Dent de Smilomouth;12.0
14514;Dent de Molette;1.0
15179;Dent de Lévitrof;5.0
19399;Dent de Klémort;10.0
11316;Dent de Fantômat;16.0
2179;Dent de Dragodinde;0.5
18562;Dent de Cycloporth;2.0
13922;Dent de Cuirboule;92.0
17619;Dent de Chakaroze;2.0
13498;Dent de Bourbassingue;0.333333333
18538;Dent de Bandleth;10.0
15456;Dard de Morfrelon;6.0
8809;Culotte à l'envers du Roissingue;48.0
13936;Culotte de Missiz Frizz;338.0
13914;Culotte de Harrogant;68.0
13980;Cuir Onique;300.0
11243;Cuir du Sanglacier;2.0
11342;Cuir de Tengu Givrefoux;153.0
304;Cuir de Scélérat Strubien;0.125
14946;Cuir de Porsalu;0.96
13918;Cuir de Peunch;9.0
887;Cuir de Ouassingue;0.1
11337;Cuir de Maho Givrefoux;23.0
13915;Cuir de Grodruche;9.0
11938;Cuir de Glouragan;8.0
11884;Cuir de Fuji Givrefoux;25.0
8323;Cuir de Déminoboule;0.5
13921;Cuir de Cuirboule;9.0
11120;Cuir de Bouftonmouth;8.0
14860;Cuir d'Eskoglyphe;3.0
13919;Cuir d'Empaillé;9.0
8058;Cubitus de Momie Koalak;1.0
15450;Crâne magique de Magouille;10.0
11340;Crâne de Yokaï Givrefoux;20.0
13495;Crâne d'Aventurier;1.0
8788;Croupion du Bitouf aérien;1.0
2322;Crocs de Rats;0.125
12451;Croc de Krokille;78.0
8753;Crinière fleurie;9.0
2574;Crinière de Scélérat Strubien;1.0
13940;Crinière de Krakal;92.0
2316;Couteau de Roukouto;0.5
13700;Couche usagée de Warko Violet;1.0
11948;Cornée de Kami Givrefoux;57.0
7906;Corne du Boufcoul;0.333333333
15721;Corne de XLII;23.0
14951;Corne de Scaratos;12.0
14515;Corne de Rhinoféroce;8.0
15173;Corne de Père Phorreur;3.0
15717;Corne de Méjaire;12.0
8328;Corne de Mominotor;12.0
13504;Corne de Gamino;1.0
8327;Corne de Déminoboule;8.0
11122;Corne de Boufmouth de guerre;1.0
15168;Corne de Berserkoffre;1.0
14928;Corne d'Ombre;38.0
1680;Corne Brûlée du Minotoror;47.0
11310;Corde du Fancrôme;27.0
15165;Corde de Boursoin;1.0
8729;Corail usé;1.0
8734;Corail Passaoh;1.0
8735;Corail Morito;1.0
8733;Corail Malibout;1.0
8731;Corail Magistral;6.0
8732;Corail Kouraçao;1.0
8793;Coquille du Kaskargo;17.0
15687;Coquille de Virustine;7.0
19412;Coquille de Submergé;47.0
12450;Coquille de Krokille;18.0
11317;Coquille de Harpirate;31.0
11314;Coquille de Fantimonier;3.0
11883;Condyle de Fuji Givrefoux;254.0
17617;Collier de Chakichan;4.0
2320;Collier Cassé de Macien;3.0
8086;Coiffe déchiquetée de Drakoalak;8.0
8769;Coco du Bitouf des Plaines;9.0
8792;Coco du Bitouf aérien;16.0
8730;Coccyx du Corailleur;0.142857143
8787;Cloaque du Poolay;1.0
11118;Clavicule de Boufmouth;11.0
15448;Chouchou de Doublure;5.0
19968;Chope de Bière;43.0
8740;Chicot du Flib;0.25
18542;Cheveux de Tal Kasha;34.0
14278;Chaînes Brisées;0.166666667
14518;Chaussette trouée de Dramak;3.0
8789;Chaussette du Kimbo;120.0
14863;Chaussette du Cyclophandre;51.0
447;Charbon;0.1
19406;Chair de Zombruth;10.0
13932;Cervelle de Verglasseur;92.0
19404;Cervelle de Solar;33.0
13917;Cervelle de Peunch;92.0
2448;Cervelle de Bouftou des Cavernes;8.0
12439;Cendres Vénérables;8.0
12437;Cendres Novices;0.5
12438;Cendres Matures;2.0
12436;Cendres Juvéniles;0.125
19234;Cendres de Chause;9.0
17624;Ceinture de la Dame;5.0
8779;Carpelle de Brouture;2.0
11695;Carniflore;0.5
2609;Carapace Verte;0.166666667
2610;Carapace Rouge;0.166666667
2611;Carapace Jaune;0.166666667
18371;Carapace du Mantiscore;2.0
18567;Carapace de Ver des Sables;14.0
13944;Carapace de Termystique;92.0
8308;Carapace de Scaratos;1.0
14819;Carapace de Krabouilleur;5.0
2613;Carapace Bleue;0.166666667
2330;Capsule Explosive;0.028571429
439;Canine de Mergranlou;0.5
13939;Canine de Krakal;9.0
13949;Canine de Kanimate;9.0
17075;Canif Rouillé;0.5
13503;Calumet Zoth;0.5
8781;Calice de Fécorce;2.0
13739;Caleçon Rouge;55.0
998;Caleçon Mignon du Pirate;0.5
13747;Caleçon de Cybwork;58.0
13741;Caleçon Brun;55.0
13743;Caleçon Bleu;55.0
13745;Caleçon Blanc;55.0
11946;Calcanéus de Meliglours;76.0
11696;Cagoule du Kanniboul Ebil;8.0
12468;Bézoard Ardent de Grozilla;96.0
8765;Bâton du Kilibriss;10.0
2623;Bwak Squelettique;22.0
8751;Bulbe Passaoh;0.142857143
8752;Bulbe Morito;0.142857143
8750;Bulbe Malibout;0.142857143
8749;Bulbe Kouraçao;0.142857143
19233;Brûlâme encapsulé;43.0
15164;Broderie de Malléfisk;4.0
15445;Broderie de la Reine des Voleurs;51.0
14861;Broderie d'Eskoglyphe;34.0
8804;Braguette du Maître Zoth;8.0
13948;Braguette de Nileza;338.0
8782;Bractée de Chiendent;2.0
11311;Bouée de Fantomalamère;27.0
18735;Bouteille de Bouchonnois;35.0
19410;Bout d'Armure de Macrab;10.0
13505;Bourse Suspecte;0.076923077
1611;Bourgeon de Pirolienne;0.5
6736;Bourgeon de Fourbasse;0.5
13528;Bourgeon d'Abraknyde Sombre Irascible;1.0
8495;Bourgeon d'Abraknyde Ancestral;22.0
14142;Boulon neuf;200.0
13746;Boulon de Cybwork;5.0
