id;libelle;xp
13982;Laine de Sylargh;63.28125
26037;Masque cauchemardesque de l'Éternel Conflit;63.28125
15689;Noyau de Protozorreur;63.28125
19969;Épaulière de Dazak Martegel;63.28125
13994;Scapula du Comte Harebourg;63.28125
13935;Poil d'aisselle de Missiz Frizz;63.28125
17976;Poil de Meno;63.28125
19237;Plume d'Ilyzaelle;63.28125
14267;Pointe osseuse de Grasmera;63.28125
19411;Queue de Bethel Akarna;63.28125
17137;Bidoche Sanguinolente;63.109725
16286;Essence de la Reine Nyée;62.365875
17414;Essence du Chouque;62.365875
14927;Symbole des Obscuranti;62.197875
8329;Clef de la mine de Sakaï;61.958775
14667;Essence du Koulosse;61.431375
22204;Corne de Corruption;61.419975
14658;Essence du Blop Royal;60.9987
27440;Clef du Bastion des Marteaux-Aigris;60.37875
14464;Clef du Château du Wa Wabbit;59.906175
11219;Queue du Royalmouth;57.69915
9975;Manche du Grattoir;56.996025
9391;Fleur de Blop Multicolore Royal;56.594475
22219;Verrou de Servitude;56.25
22046;Plume de Misère;56.25
22246;Bonnet de Guerre;56.25
15219;Trame Dimensionnelle;56.25
11941;Aile de Gloursaya;56.249925
11946;Calcanéus de Meliglours;56.249925
18735;Bouteille de Bouchonnois;56.249925
11937;Laine de Glouragan;56.249925
11928;Oreille de Blérice;56.249925
11924;Poil de Blérauve;56.249925
27433;Poils de barbe de Marteau-Aigri;56.249925
11929;Queue de Blérom;56.249925
11940;Étoffe de Glourmand;56.249925
11925;Étoffe de Croleur;56.249925
11935;Iris de Boulglours;56.249925
11522;Fragment de pépite de Sakaï;56.128725
14661;Essence de Gourlo le Terrible;56.0823
19405;Sang de Calciné;55.413825
16460;Substrat de Sylve;54.45
15531;Crochet rouillé;54.375
15476;Clef de la Cave du Toxoliath;54.088575
15736;Essence de Fraktale;54.072525
8404;Peau de Skeunk;53.315775
6490;Ambre du Chêne Mou;52.198725
11179;Clef de l'Antre du Korriandre;51.33885
11922;Manubrium de Wolvero;50.5635
11933;Vomer d'Apériglours;50.5635
11178;Clef de la Tanière Givrefoux;50.446425
16459;Substrat de Forêt vierge;49.95
17850;Jus de poisson abominable;49.75875
9247;Clef du Temple du Grand Ougah;49.53435
15807;Clef de l'Horologium de XLII;49.2039
6884;Clef de la Grotte du Bworker;49.0698
14674;Essence du Rat Noir;48.050775
19905;Essence du Mantiscore;47.3046
19404;Cervelle de Solar;47.214975
12351;Clef du Repaire de Sphincter Cell;47.158725
17135;Bidoche Avariée;46.658925
26347;Gravure de Séisme;46.091325
14928;Corne d'Ombre;45.75
11884;Cuir de Fuji Givrefoux;45.75
11931;Griffe de Kolosso;45.75
18734;Poils du Comte Razof;45.75
13154;Poudre glaciale;45.75
11943;Queue de Glourséleste;45.75
27439;Cloche de Barbéryl Clochecuivre;45.75
11340;Crâne de Yokaï Givrefoux;44.589075
11887;Oreille de Fistulor;43.441875
11889;Pédoncule de Fongeur;43.441875
11894;Pédoncule de Mérulette;43.441875
11892;Racine d'Abrazif;43.441875
1348;Potion de Séisme;43.3314
9969;Salace de poissons empoisonnée;43.094775
13747;Caleçon de Cybwork;42.9678
11337;Cuir de Maho Givrefoux;42.36105
11948;Cornée de Kami Givrefoux;42.36105
18552;Clef du Boyau du Père Ver;42.116775
8798;Queue emplumée du Rasboul Majeur;41.88825
26349;Gravure d'Ouragan;41.84265
26348;Gravure d'Incendie;41.84265
26345;Gravure de Tsunami;41.84265
14656;Essence de Damadrya;41.69115
17737;Essence du Pounicheur;41.69115
23591;Clef de la Demeure des Esprits;41.63325
9279;Bave de Champ à Gnons;41.56155
9278;Lamelle de Champbis;41.56155
9269;Langue de Champodonte;41.56155
9267;Trompe de la Tromperelle;41.56155
13743;Caleçon Bleu;41.098125
13745;Caleçon Blanc;41.098125
13739;Caleçon Rouge;41.098125
13741;Caleçon Brun;41.098125
13737;String en Cuir de la Mama Bwork;40.63725
11335;Patte de Soryo Givrefoux;40.190925
17143;Bidoche Séchée;39.755925
9263;Écorce de Champaknyde;39.270675
929;Kristalite;39.1281
1347;Potion d'Ouragan;39.082725
1345;Potion d'Incendie;39.082725
1346;Potion de Tsunami;39.082725
16458;Substrat de Forêt primaire;38.924925
21249;Clef du Repaire du Kharnozor;38.7249
11882;Queue de Yomi Givrefoux;38.0787
12001;Larme de Givrefoux;37.803525
8365;Corne brisée de Crocabulia;36.663375
1680;Corne Brûlée du Minotoror;36.663375
8387;Plume Vibrante du Tofu Royal;36.663375
9280;Épine d'Ougah;36.286725
11895;Patte de Korriandre;36.286725
15451;Sang du Toxoliath;36.286725
13157;Ongle du Bworker;36.286725
11177;Clef de l'hypogée de l'Obsidiantre;36.104325
18567;Carapace de Ver des Sables;35.6691
21513;Essence de Draegnerys;35.1051
14660;Essence de Nelween;35.1051
8813;Ventouse du Kralamoure géant;34.517025
17564;Clef du Plateau de Ush;34.118175
7383;Yokayu;34.027725
19337;Rune Pa So;33.75
20643;Rune Pata So;33.75
20644;Rune Rata So;33.75
20642;Rune Ta So;33.75
17133;Bidoche Ladre;33.56985
11176;Clef du Grolandais violent;33.4374
11330;Artefact de Fumrirolle;33.40905
11324;Téphra d'Atomystique;33.40905
14673;Essence du Rat Blanc;32.96505
15273;Essence de Malléfisk;32.812425
23630;Clef de la Tombe du Shogun Tofugawa;32.633175
14517;Slip troué de Dramak;32.59515
13334;Chicots d'Halouine;32.59515
14266;Poche de charbon de Grasmera;32.59515
28277;Grizite;32.067375
2448;Cervelle de Bouftou des Cavernes;31.68255
12733;Substrat de Forêt;31.6125
17777;Clef du caveau du Prince Djamal;31.05705
15093;Clef de la Grotte de Kanigroula;30.8643
2527;Clakoss;30.210975
10031;Teinture Orange Sanguine;30.12915
11333;Scorie d'Obsidiantre;29.59515
9973;Extrémité du Grattoir;29.479125
14662;Essence du Craqueleur Légendaire;29.415
7385;Braises bleutées;29.01315
15721;Corne de XLII;29.01315
11341;Laine de Tengu Givrefoux;29.01315
11326;Ulna de Solfataré;28.562775
15279;Clef de la Galerie du Phossile;28.425
11316;Dent de Fantômat;28.371675
14655;Essence du Corailleur Magistral;28.02
7309;Clef du Dojo du vent;27.645225
14264;Fausse dent de Grozilla;27.573525
28268;Farine de contrebande;27.562425
12450;Coquille de Krokille;27.485775
26333;Clef du Tertre du long sommeil;27.03
7384;Étoffe de Samouraï fantôme;26.8887
23694;Concassé de brume;26.693175
15044;Frimousse d'Alhyène;25.586475
15042;Peau de Kanihilan;25.586475
8793;Coquille du Kaskargo;25.5084
23958;Poing-virgule d'Imushin;25.362825
29684;Rune Ra Do Pou;25.3125
18743;Implants Rustiques;25.227375
14774;Essence du Kanniboul Ebil;25.120425
14657;Essence du Wa Wabbit;25.120425
8495;Bourgeon d'Abraknyde Ancestral;25.03875
2623;Bwak Squelettique;25.03875
16181;Globule de Nyée;25.03875
1696;Étoffe de Choudini;25.03875
15052;Boucle d'Orfélin;24.9915
15050;Étoffe de Kaniblou;24.9915
17785;Clef du Temple Maudit;24.948525
19921;Essence de Choudini;24.807675
14654;Essence de la Shin Larve;24.556875
8402;Pierre du Koulosse;24.54795
8393;Poil de Dragon Cochon;24.54795
8384;Étoffe Magique de Moon;24.54795
2806;Testicules Magiques du Meulou;24.54795
15048;Boule de Panthègros;24.411225
15046;Canine de Félygiène;24.411225
8792;Coco du Bitouf aérien;24.31725
8320;Clef de l'antre du Dragon Cochon;24.286125
9979;Philtre de Longévité;24.119925
7027;Topaze;24.080325
16212;Substrat de Fourré;23.9625
14720;Essence du Kwakwa;23.9517
17131;Bidoche Tendre;23.340225
8786;Tresse du Poolay;23.185425
11317;Coquille de Harpirate;22.764525
23966;Poing-virgule de Shinlam;22.700175
23970;Apostrophe de Fugokam;22.5
23962;Apostrophe d'Imafugo;22.5
23960;Guillemets d'Imiyama;22.5
23968;Guillemets de Mabram;22.5
15478;Culotte de Frakacia;22.5
23959;Carapace circonflexe d'Imorok;22.5
23967;Carapace circonflexe de Rokoram;22.5
23961;Cédille d'Imetsu;22.5
23969;Cédille de Tsunam;22.5
17620;Moustache de Ush;22.24425
7393;Moustache du Shogun Tofugawa;22.24425
13164;Sphénoïde du Kimbo;22.24425
13168;Ethmoïde du Minotot;22.24425
15039;Poils de Kanigroula;22.24425
8791;Étoffe de Meupette;22.168875
7312;Clef de la Fabrique de foux d'artifice;22.149975
12374;Poignée du Gorgouille;21.85065
17141;Bidoche Exsudative;21.754125
11321;Poil de Ben le Ripate;21.66015
26316;Pétale de Malter;21.348975
11313;Huile de Fantimonier;21.348975
11701;Jus d'Écumouth pressé;20.910675
11175;Clef Mansot;20.8533
18422;Clef de la Caverne d'El Piko;20.840175
20919;Clef de la Croquanterie;20.840175
7311;Clef de l'Atelier du Tanukouï San;20.840175
15733;Sablier miniature;20.764125
16499;Planche de Salut;20.7
11501;Étoile des Neiges;20.25
11499;Frostiz soufflé;20.25
11500;Poisskaille Givré;20.25
16926;Sève de Tremble;20.25
8364;Lanière en cuir de Gliglitch;20.249925
11311;Bouée de Fantomalamère;19.97985
11310;Corde du Fancrôme;19.97985
8357;Corne de Gliglibido;19.856775
17567;Biscuit de chance;19.8291
15477;Clef du Ring du Capitaine Ekarlatte;19.780875
17421;Bidoche Intangible;19.736775
16925;Sève de Bambou Sacré;19.499925
2514;Sabot de Gliglicérin;19.47855
2510;Estomac de Gliglidoudur;19.2948
14648;Essence du Scarabosse Doré;19.17615
28269;Coffre-forge;19.124925
7924;Clef du Labyrinthe du Minotoror;18.915975
14468;Barbe du Wa Wobot;18.9144
7310;Clef de la Vallée de la Dame des eaux;18.79875
16390;Mandragorgonzola;18.75
16457;Millet Zime;18.75
16924;Sève d'Orme;18.75
12737;Galet cramoisi;18.75
13365;Galet Saisonnier;18.75
16470;Tanche Hantée;18.75
15806;Clef du Mégalithe de Fraktale;18.7149
15182;Kamatrix;18.6342
15162;Clef de la Volière de la Haute Truche;18.467925
16498;Planche à Dessin;18.45
16468;Morue Barbue;18.0
16923;Sève de Bambou Sombre;18.0
12467;Épine Dorsale de Grozilla;17.968725
8490;Fémur de Sphincter Cell;17.968725
2299;Mèche Rebelle d'Hell Mina;17.968725
15170;Défense du Phossile;17.968725
8436;Clef de la Clairière du Chêne Mou;17.357625
7306;Pelage aérodynamique;16.976325
7304;Étoffe de Firefoux;16.976325
11642;Rune Pa Ré Pa;16.875
11644;Rune Pa Ré Pme;16.875
11646;Rune Pa Ret Pa;16.875
11648;Rune Pa Ret Pme;16.875
20624;Rune Pata Ré Pa;16.875
20627;Rune Pata Ré Pme;16.875
20630;Rune Pata Ret Pa;16.875
20633;Rune Pata Ret Pme;16.875
20625;Rune Rata Ré Pa;16.875
20628;Rune Rata Ré Pme;16.875
20631;Rune Rata Ret Pa;16.875
20634;Rune Rata Ret Pme;16.875
20623;Rune Ta Ré Pa;16.875
20626;Rune Ta Ré Pme;16.875
20629;Rune Ta Ret Pa;16.875
20632;Rune Ta Ret Pme;16.875
8784;Talon d'achille de l'Abrakleur sombre;16.7265
16388;Belladonzelle;16.5
16455;Maïssého;16.5
1792;Bar Iton;16.5
16922;Sève de Charme;16.5
11249;Étoffe de Kaniglou;16.40625
8776;Coco du Bitouf Sombre;16.3383
11231;Oreille du Fu Mansot;16.2543
9935;Corde d'escalade;16.15485
7028;Agathe;15.98205
8771;Écorce de Floribonde;15.9588
15444;Tête de mort;15.915
16921;Sève de Kaliptus;15.749925
1853;Requin Marché-Libre;15.749925
8073;Clef du Repaire de Skeunk;15.651525
14652;Essence de la Bworkette;15.6042
8774;Écorce de Fécorce;15.587775
8772;Écorce de Brouture;15.22515
25180;Aile d'Eninferno;15.1875
15717;Corne de Méjaire;15.1875
25177;Diadème de Belilith;15.1875
25178;Scalp de Bwariok;15.1875
25176;Spalière de Krâradia;15.1875
25179;Groin de Porkzebuth;15.1875
15719;Griffe de Buboxor;15.1875
15716;Serre d'Ikargn;15.1875
7511;Clef du labyrinthe du Dragon Cochon;15.050925
2035;Chanvre Euphorique;15.0
16386;Ginsengoku;15.0
16466;Glotte;15.0
16920;Sève d'Ébène;15.0
10070;Tonneau en Bombu;14.962425
11232;Plume du Mansot Royal;14.947875
8773;Écorce de Nerbe;14.87055
11280;Plaque d'acier;14.868675
16497;Planche à Pain;14.624925
8775;Écorce de Chiendent;14.523825
11174;Clef de la serre du Royalmouth;14.488875
11228;Arête géante du Shamansot;14.309175
1788;Raie de Farle;14.249925
16919;Sève de Noisetier;14.249925
8142;Clef Secrète du Tofulailler Royal;14.14455
21271;Cheveux de Draegnerys;13.9848
12075;Fiole de fumée de Nelween;13.9848
8995;Étoffe de Gourlo le Terrible;13.9848
8401;Écharpe de Hanshi;13.958325
8400;Piques à cheveux de Shihan;13.958325
8777;Pistil du Tynril;13.958325
8381;Queue Magique de Founoroshi;13.958325
19401;Langue de Hacharné;13.80675
9571;Weischelcreme Torte;13.689675
2654;Eau de Kwapa;13.578
17978;Trident de Tryde;13.560225
17563;Clef du Miausolée du Pounicheur;13.5132
7305;Poils magiques de Tanuki;13.4814
20941;Pépite croquée;13.4814
18357;Jus de Cacterre;13.4814
15177;Corne de Kamasterisk;13.4007
15447;Mèche de bombe de Terristocrate;13.4007
15448;Chouchou de Doublure;13.4007
17975;Lanterne de Tourthon;13.20645
2247;Plume de Tofu Royal;12.994125
11226;Huile de Mamansot;12.920625
28270;Brochette de Laikteur;12.898425
961;Morceau de clef du Matin Pewlant;12.812475
963;Morceau de clef du Soiw Woulant;12.812475
962;Morceau de clef du Midi Wayonnant;12.812475
8307;Clef de la salle du Minotot;12.78225
12728;Ardonite;12.76875
17160;Viande Goûtue;12.75225
16453;Malt Husse;12.75
16384;Pandouille de Trois;12.75
1803;Chaton-Perche;12.75
16918;Sève de Merisier;12.75
26033;Corne de Typhomet;12.65625
15686;Antenne de Bacterrib;12.65625
19409;Aquarakne de Crânonier;12.65625
15446;Piège désamorcé de Mâchassin;12.65625
19970;Armure de Tanklume;12.65625
19070;Aile de Kérigoule;12.65625
13992;Aile de Nocturlabe;12.65625
13990;Aile de Sinistrofu;12.65625
13975;Astragale de Mécanofoux;12.65625
19971;Fronde de Boufbos;12.65625
17970;Bave de Mol Usk;12.65625
13937;Bave de Nessil;12.65625
14862;Barbe du Cyclophandre;12.65625
13973;Bec de Mansordide;12.65625
17979;Moustache de Rilur;12.65625
13931;Incus de Verglasseur;12.65625
22223;Boulet lesté;12.65625
15181;Boule en or de Piloztère;12.65625
21210;Poupée de Caïguille;12.65625
13945;Bractée de Drosérâle;12.65625
22224;Manche de Fouet;12.65625
20910;Chaudron de Températurge;12.65625
22249;Canine tranchante;12.65625
21212;Canine de Cronnibal;12.65625
13949;Canine de Kanimate;12.65625
13939;Canine de Krakal;12.65625
27401;Casque de Statulipe;12.65625
22217;Capuche d'Armécréante;12.65625
22050;Capuche de Skentu;12.65625
14819;Carapace de Krabouilleur;12.65625
15687;Coquille de Virustine;12.65625
19406;Chair de Zombruth;12.65625
17624;Ceinture de la Dame;12.65625
19234;Cendres de Chause;12.65625
17623;Gilet du Valet;12.65625
22049;Côtes de Désosseur;12.65625
13915;Cuir de Grodruche;12.65625
13921;Cuir de Cuirboule;12.65625
13919;Cuir d'Empaillé;12.65625
14860;Cuir d'Eskoglyphe;12.65625
13918;Cuir de Peunch;12.65625
15450;Crâne magique de Magouille;12.65625
19399;Dent de Klémort;12.65625
18538;Dent de Bandleth;12.65625
17990;Dent de Tilamproie;12.65625
15179;Dent de Lévitrof;12.65625
19974;Dent de Vatenbière;12.65625
20912;Diadème de Chocoligarque;12.65625
17972;Écaille de Gambaf;12.65625
27399;Épine d'Armuguet;12.65625
17980;Épine de Diondin;12.65625
13933;Stapes de Frimar;12.65625
