:inventory_resources: Cristal inhibiteur (Niv. 200) | 20 000 :picto_experience: (9)
:inventory_resources: Relique de Bébémoth (Niv. 200) | 3 681,818 :picto_experience: (49)
:inventory_resources::picto_fragment: Légende de Mille Lieues (Niv. 200) | 3 530 :picto_experience: (51)
:inventory_resources: Carte de Psikopompe (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Mekamouth (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Glourdorak (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Culbutœuf (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte du Chevalier de Glace (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte d'Atcham (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Voldelor (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Kongoku (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de l'Hyperscampe (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Gein (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources::picto_fragment: Légende de Dame Jhessica (Niv. 200) | 3 000 :picto_experience: (60)
:inventory_resources: Galet brasillant (Niv. 195) | 2 500 :picto_experience: (72)
:inventory_resources::picto_fragment: Légende du Trompe-la-Mort (Niv. 200) | 2 480 :picto_experience: (73)
:inventory_resources::picto_fragment: Légende de Crocobur (Niv. 200) | 1 950 :picto_experience: (93)
:inventory_resources: Nanogrine (Niv. 200) | 1 875,939 :picto_experience: (96)
:inventory_resources: Masque à Zag (Niv. 180) | 1 826,424 :picto_experience: (99)
:inventory_resources: Carte de Predagob (Niv. 190) | 1 647 :picto_experience: (110)
:inventory_resources: Carte de la Fuji Givrefoux (Niv. 190) | 1 647 :picto_experience: (110)
:inventory_resources: Bidoche Goûtue (Niv. 200) | 1 569,389 :picto_experience: (115)
:inventory_resources: Carte de Dremoan (Niv. 180) | 1 480,5 :picto_experience: (122)
:inventory_resources::picto_fragment: Légende de Brâm Barbe-Monde (Niv. 200) | 1 420 :picto_experience: (127)
:inventory_resources: Carte de Mekamouth (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Glourdorak (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Culbutœuf (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte du Chevalier de Glace (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte d'Atcham (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Voldelor (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Kongoku (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de l'Hyperscampe (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources: Carte de Gein (Niv. 200) | 3 037,5 :picto_experience: (60)
:inventory_resources::picto_fragment: Légende de Dame Jhessica (Niv. 200) | 3 000 :picto_experience: (60)
:inventory_resources: Galet brasillant (Niv. 195) | 2 500 :picto_experience: (72)
:inventory_resources::picto_fragment: Légende du Trompe-la-Mort (Niv. 200) | 2 480 :picto_experience: (73)
:inventory_resources::picto_fragment: Légende de Crocobur (Niv. 200) | 1 950 :picto_experience: (93)
:inventory_resources: Nanogrine (Niv. 200) | 1 875,939 :picto_experience: (96)
:inventory_resources: Masque à Zag (Niv. 180) | 1 826,424 :picto_experience: (99)
:inventory_resources: Carte de Predagob (Niv. 190) | 1 647 :picto_experience: (110)
:inventory_resources: Carte de la Fuji Givrefoux (Niv. 190) | 1 647 :picto_experience: (110)
:inventory_resources: Bidoche Goûtue (Niv. 200) | 1 569,389 :picto_experience: (115)
:inventory_resources: Carte de Dremoan (Niv. 180) | 1 480,5 :picto_experience: (122)
:inventory_resources::picto_fragment: Légende de Brâm Barbe-Monde (Niv. 200) | 1 420 :picto_experience: (127)
:inventory_resources: Carte de Viti Glourson (Niv. 190) | 1 401,75 :picto_experience: (129)
:inventory_resources: Carte de Docteur Eggob (Niv. 190) | 1 372,5 :picto_experience: (131)
:inventory_resources: Carte de Flasho (Niv. 190) | 1 372,5 :picto_experience: (131)
:inventory_resources: Carte du YeCh'Ti (Niv. 170) | 1 323 :picto_experience: (136)
:inventory_resources: Bidoche Noire (Niv. 190) | 1 253,425 :picto_experience: (144)
:inventory_resources: Galet rayonnant (Niv. 150) | 1 250 :picto_experience: (144)
:inventory_resources: Carte du Shushu Debruk'Sayl (Niv. 180) | 1 233,75 :picto_experience: (146)
:inventory_resources: Carte du Guerrier du K.O. (Niv. 180) | 1 233,75 :picto_experience: (146)
:inventory_resources: Carte de la Vengeuse Masquée (Niv. 160) | 1 189,558 :picto_experience: (151)
:inventory_resources: Carte de Zatoïshwan (Niv. 150) | 1 035 :picto_experience: (174)
:inventory_resources: Peau du Grand Kongoku (Niv. 200) | 1 000 :picto_experience: (180)
:inventory_resources: Pied de Voldelor (Niv. 200) | 1 000 :picto_experience: (180)
:inventory_resources: Batterie rechargeable de l'Hyperscampe (Niv. 200) | 1 000 :picto_experience: (180)
:inventory_resources: Bouteille de Gein (Niv. 200) | 1 000 :picto_experience: (180)
:inventory_resources: Bitte d'amarrage (Niv. 179) | 1 000 :picto_experience: (180)
:inventory_resources: Insigne des Justiciers (Niv. 200) | 1 000 :picto_experience: (180)
:inventory_resources: Vieille Tête de Marteau (Niv. 200) | 1 000 :picto_experience: (180)
:inventory_resources: Cuir synthétique (Niv. 199) | 1 000 :picto_experience: (180)
:inventory_resources: Racine de synthèse (Niv. 180) | 1 000 :picto_experience: (180)
:inventory_resources: Carte d'Anatak (Niv. 160) | 978,75 :picto_experience: (184)
:inventory_resources: Bidoche Gâtée (Niv. 180) | 967,647 :picto_experience: (186)
:inventory_resources: Carte de Fantômayte (Niv. 150) | 905,625 :picto_experience: (199)
:inventory_resources: Carte de Fojumo (Niv. 140) | 904,5 :picto_experience: (199)
:inventory_resources::picto_fragment: Légende d'Henual (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende d'Helséphine (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende de Thanatena (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende de Menalt (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende de Mériana (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende du Miroir (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende d'Oto Mustam (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende de Brumaire (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources: Jus de poisson méphitique (Niv. 200) | 894,695 :picto_experience: (201)
:inventory_resources: Essence de la Reine Amirukam (Niv. 200) | 867,857 :picto_experience: (207)
:inventory_resources: Essence du Roi Imagami (Niv. 200) | 867,857 :picto_experience: (207)
:inventory_resources: Carte d'Ali Grothor (Niv. 130) | 861,3 :picto_experience: (209)
:inventory_resources: Bidoche Maigre (Niv. 170) | 800,363 :picto_experience: (225)
:inventory_resources: Épaulière Massive du K.O. (Niv. 180) | 800 :picto_experience: (225)
:inventory_resources: Carte de Padgref Demoël (Niv. 130) | 783 :picto_experience: (230)
:inventory_resources: Carte de Pantèroz (Niv. 130) | 783 :picto_experience: (230)
:inventory_resources: Carte de Katigrou (Niv. 140) | 753,75 :picto_experience: (239)
:inventory_resources: Bidoche Gâtée (Niv. 180) | 967,647 :picto_experience: (186)
:inventory_resources: Carte de Fantômayte (Niv. 150) | 905,625 :picto_experience: (199)
:inventory_resources: Carte de Fojumo (Niv. 140) | 904,5 :picto_experience: (199)
:inventory_resources::picto_fragment: Légende d'Henual (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende d'Helséphine (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende de Thanatena (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende de Menalt (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende de Mériana (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende du Miroir (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende d'Oto Mustam (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources::picto_fragment: Légende de Brumaire (Niv. 200) | 900 :picto_experience: (200)
:inventory_resources: Jus de poisson méphitique (Niv. 200) | 894,695 :picto_experience: (201)
:inventory_resources: Essence de la Reine Amirukam (Niv. 200) | 867,857 :picto_experience: (207)
:inventory_resources: Essence du Roi Imagami (Niv. 200) | 867,857 :picto_experience: (207)
:inventory_resources: Carte d'Ali Grothor (Niv. 130) | 861,3 :picto_experience: (209)
:inventory_resources: Bidoche Maigre (Niv. 170) | 800,363 :picto_experience: (225)
:inventory_resources: Épaulière Massive du K.O. (Niv. 180) | 800 :picto_experience: (225)
:inventory_resources: Carte de Padgref Demoël (Niv. 130) | 783 :picto_experience: (230)
:inventory_resources: Carte de Pantèroz (Niv. 130) | 783 :picto_experience: (230)
:inventory_resources: Carte de Katigrou (Niv. 140) | 753,75 :picto_experience: (239)
:inventory_resources: Sporme de Dremoan (Niv. 180) | 750 :picto_experience: (240)
:inventory_resources: Alliage Ivre (Niv. 150) | 750 :picto_experience: (240)
:inventory_resources: Cœur Gelé (Niv. 140) | 750 :picto_experience: (240)
:inventory_resources: Carte de Nenufor Tilotus (Niv. 120) | 692,85 :picto_experience: (260)
:inventory_resources: Jus de poisson pestilentiel (Niv. 200) | 670,925 :picto_experience: (268)
:inventory_resources: Carte de Bouflouth (Niv. 120) | 670,5 :picto_experience: (268)
:inventory_resources: Carte de Monsieur Pingouin (Niv. 130) | 652,5 :picto_experience: (276)
:inventory_resources: Socle en coquillage (Niv. 200) | 640 :picto_experience: (281)
:inventory_resources: Filtre à frousse (Niv. 200) | 640 :picto_experience: (281)
:inventory_resources: Plombs de plongée (Niv. 200) | 640 :picto_experience: (281)
:inventory_resources: Hélice en laiton (Niv. 200) | 640 :picto_experience: (281)
:inventory_resources: Steamopompe (Niv. 200) | 640 :picto_experience: (281)
:inventory_resources: Marque des grands fonds (Niv. 200) | 640 :picto_experience: (281)
:inventory_resources: Galet Solaire (Niv. 150) | 625 :picto_experience: (288)
:inventory_resources: Gigantesque Élixir de Dragofesse (Niv. 195) | 622,015 :picto_experience: (289)
:inventory_resources: Scalp d'Anatak (Niv. 160) | 620 :picto_experience: (290)
:inventory_resources: Gigantesque Élixir de Mangeoire (Niv. 195) | 607,875 :picto_experience: (296)
:inventory_resources: Gigantesque Élixir d'Abreuvoir (Niv. 195) | 607,875 :picto_experience: (296)
:inventory_resources: Gigantesque Élixir de Caresseur (Niv. 195) | 607,875 :picto_experience: (296)
:inventory_resources: Gigantesque Élixir de Baffeur (Niv. 195) | 607,875 :picto_experience: (296)
:inventory_resources: Gigantesque Élixir de Foudroyeur (Niv. 195) | 607,5 :picto_experience: (296)
:inventory_resources: Cuir Onique (Niv. 120) | 600 :picto_experience: (300)
:inventory_resources: Poils de Zatoïshwan (Niv. 150) | 550 :picto_experience: (327)
:inventory_resources: Gravure de Séisme (Niv. 80) | 516,054 :picto_experience: (349)
:inventory_resources: Potion de Séisme (Niv. 80) | 512,374 :picto_experience: (351)
:inventory_resources: Corne du Vénérable Endormi (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Toison de la Déchireuse (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Belladone (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de l'Éternel Conflit (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Kabahal (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Torkélonia (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Tal Kasha (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Dazak Martegel (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence d'Anerice la Shushess (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de la Larve de Koutoulou (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Dantinéa (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence d'Ilyzaelle (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Meno (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Bethel Akarna (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence du Chalœil (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Vortex (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence du Protozorreur (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de la Reine des Voleurs (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence du Roi Nidas (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Cœur de Merkator (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Merkator (Niv. 190) | 506,25 :picto_experience: (355)
:inventory_resources: Essence du Comte Harebourg (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Nileza (Niv. 190) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Klime (Niv. 190) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Sylargh (Niv. 190) | 506,25 :picto_experience: (355)
:inventory_resources: Essence de Missiz Frizz (Niv. 190) | 506,25 :picto_experience: (355)
:inventory_resources: Bandelette du Comte Harebourg (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Incisive de Sylargh (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Braguette de Nileza (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Culotte de Missiz Frizz (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Scalp de Klime (Niv. 200) | 506,25 :picto_experience: (355)
:inventory_resources: Gravure d'Ouragan (Niv. 80) | 505,79 :picto_experience: (356)
:inventory_resources: Gravure d'Incendie (Niv. 80) | 505,79 :picto_experience: (356)
:inventory_resources: Gravure de Tsunami (Niv. 80) | 505,79 :picto_experience: (356)
:inventory_resources: Potion d'Ouragan (Niv. 80) | 502,11 :picto_experience: (358)
:inventory_resources: Potion de Tsunami (Niv. 80) | 502,11 :picto_experience: (358)
:inventory_resources: Potion d'Incendie (Niv. 80) | 502,11 :picto_experience: (358)
:inventory_resources: Fragment de Rubis Fertile (Niv. 140) | 500 :picto_experience: (360)
:inventory_resources: Œuf d'Ali Grothor (Niv. 130) | 500 :picto_experience: (360)
:inventory_resources::picto_rune: Rune Ga Pa (Niv. 100) | 500 :picto_experience: (360)
:inventory_resources: Poche de magma de Grasmera (Niv. 200) | 496,324 :picto_experience: (362)
:inventory_resources: Essence de Corruption (Niv. 200) | 491,36 :picto_experience: (366)
:inventory_resources: Bidoche de Brousse (Niv. 150) | 475,207 :picto_experience: (378)
:inventory_resources: Carte de Trukipik (Niv. 100) | 472,5 :picto_experience: (381)
:inventory_resources: Carte de Naganita (Niv. 100) | 472,5 :picto_experience: (381)
:inventory_resources: Carte de Carlita de l'Aguerfelde (Niv. 100) | 472,5 :picto_experience: (381)
:inventory_resources: Orbe régénérant magistral (Niv. 200) | 450 :picto_experience: (400)
:inventory_resources: Essence de Servitude (Niv. 200) | 450 :picto_experience: (400)
:inventory_resources: Essence de Misère (Niv. 200) | 450 :picto_experience: (400)
:inventory_resources: Essence de Guerre (Niv. 200) | 450 :picto_experience: (400)
:inventory_resources: Sceau Sylvestre (Niv. 90) | 430 :picto_experience: (418)
:inventory_resources: Clef de la Mémoire d'Orukam (Niv. 200) | 416,451 :picto_experience: (432)
:inventory_resources: Clef du Souvenir d'Imagiro (Niv. 200) | 405,801 :picto_experience: (443)
:inventory_resources::picto_rune: Rune Ga Pme (Niv. 95) | 405 :picto_experience: (444)
:inventory_resources: Œil de verre (Niv. 200) | 400 :picto_experience: (449)
:inventory_resources: Mycoses gelées (Niv. 200) | 400 :picto_experience: (449)
:inventory_resources: Fermeture éclair (Niv. 200) | 400 :picto_experience: (449)
:inventory_resources: Boulon neuf (Niv. 200) | 400 :picto_experience: (449)
:inventory_resources: Racine cristalline (Niv. 200) | 400 :picto_experience: (449)
:inventory_resources: Bidoche Macérée (Niv. 140) | 377,99 :picto_experience: (476)
:inventory_resources: Essence de Solar (Niv. 200) | 377,72 :picto_experience: (476)
:inventory_resources: Hamatum de Glourséleste (Niv. 190) | 375 :picto_experience: (479)
:inventory_resources: Étoffe de Kolosso (Niv. 190) | 375 :picto_experience: (479)
:inventory_resources: Condyle de Fuji Givrefoux (Niv. 190) | 375 :picto_experience: (479)
:inventory_resources: Eclat temporel (Niv. 190) | 375 :picto_experience: (479)
:inventory_resources: Essence de Barbéryl Clochecuivre (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources: Essence du Comte Razof (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources: Essence d'Ombre (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources: Essence du Glourséleste (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources: Essence de Grolloum (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources: Essence de Fuji Givrefoux (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources: Essence du Kolosso (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources::picto_treasureMap: Fragment de carte de Predagob 5/5 (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources::picto_treasureMap: Fragment de carte de la Fuji Givrefoux 5/5 (Niv. 190) | 366 :picto_experience: (491)
:inventory_resources: Clef du Rituel de Kabahal (Niv. 200) | 338,475 :picto_experience: (531)
:inventory_resources: Cœur de Cire Momore (Niv. 200) | 337,5 :picto_experience: (533)
:inventory_resources: Boucle intemporelle (Niv. 200) | 337,5 :picto_experience: (533)
:inventory_resources: Boucle temporelle (Niv. 200) | 337,5 :picto_experience: (533)
:inventory_resources: Lame de Katana (Niv. 1) | 335,438 :picto_experience: (536)
:inventory_resources: Grand Élixir de Mangeoire (Niv. 185) | 331,579 :picto_experience: (542)
:inventory_resources::picto_treasureMap: Fragment de carte de Dremoan 5/5 (Niv. 180) | 329 :picto_experience: (546)
:inventory_resources: Prototype d'Abreuvoir frigostien en Bambou (Niv. 100) | 313,129 :picto_experience: (574)
:inventory_resources: Espadon Quichotte (Niv. 190) | 305 :picto_experience: (589)
:inventory_resources: Clef de la Tour de Solar (Niv. 200) | 302,578 :picto_experience: (594)
:inventory_resources: Prototype de Foudroyeur frigostien en Bambou (Niv. 100) | 300,552 :picto_experience: (598)
:inventory_resources: Bidoche Persillée (Niv. 130) | 300,518 :picto_experience: (598)
:inventory_resources: Substrat Astral (Niv. 200) | 300 :picto_experience: (599)
:inventory_resources: Clef de la Chambre des maléfices (Niv. 200) | 297,975 :picto_experience: (603)
:inventory_resources: Clef de la Bataille de l'Aurore Pourpre (Niv. 200) | 297,975 :picto_experience: (603)
:inventory_resources: Clef du Sanctuaire de Torkélonia (Niv. 200) | 297,975 :picto_experience: (603)
:inventory_resources: Clef du Temple du dieu Kao (Niv. 200) | 297,975 :picto_experience: (603)
:inventory_resources: Clef de la Tour de Bethel (Niv. 200) | 297,975 :picto_experience: (603)
:inventory_resources: Clef du Belvédère d'Ilyzaelle (Niv. 200) | 297,975 :picto_experience: (603)
:inventory_resources: Clef du Manoir des Katrepat (Niv. 200) | 297,975 :picto_experience: (603)
:inventory_resources: Clef de la Chambre de Tal Kasha (Niv. 200) | 297,975 :picto_experience: (603)
:inventory_resources: Carte de Musha l'Oni (Niv. 80) | 297,563 :picto_experience: (604)
:inventory_resources::picto_treasureMap: Fragment de carte du YeCh'Ti 5/5 (Niv. 170) | 294 :picto_experience: (611)
:inventory_resources: Essence du Toxoliath (Niv. 180) | 290,294 :picto_experience: (619)
:inventory_resources: Essence d'Ougah (Niv. 180) | 290,294 :picto_experience: (619)
:inventory_resources: Essence du Bworker (Niv. 180) | 290,294 :picto_experience: (619)
:inventory_resources: Essence du Korriandre (Niv. 180) | 290,294 :picto_experience: (619)
:inventory_resources: Prototype de Mangeoire frigostienne en Bambou (Niv. 100) | 289,805 :picto_experience: (620)
:inventory_resources: Œil de Korriandre (Niv. 180) | 289,613 :picto_experience: (621)
:inventory_resources: Peau du Bworker (Niv. 180) | 289,613 :picto_experience: (621)
:inventory_resources: Fragment d'Ougalurette (Niv. 180) | 289,613 :picto_experience: (621)
:inventory_resources: Prototype de Baffeur frigostien en Bambou (Niv. 100) | 288,522 :picto_experience: (623)
:inventory_resources: Clef de la Maison du Papa Nowel (Niv. 180) | 286,511 :picto_experience: (627)
:inventory_resources: Fleur de Cendrepierre (Niv. 190) | 280,748 :picto_experience: (640)
:inventory_resources: Encre du Kralamoure géant (Niv. 200) | 278,159 :picto_experience: (646)
:inventory_resources: Essence du Kralamoure Géant (Niv. 180) | 276,136 :picto_experience: (651)
:inventory_resources: Carte de Rok Gnorok (Niv. 90) | 258 :picto_experience: (697)
:inventory_resources: Carte de Simbadas (Niv. 90) | 258 :picto_experience: (697)
:inventory_resources: Gants de protection (Niv. 100) | 257,475 :picto_experience: (698)
:inventory_resources: Clef de l'Arbre de Mort (Niv. 200) | 254,595 :picto_experience: (706)
:inventory_resources: Clef de la Tempête de l'Eliocalypse (Niv. 200) | 254,19 :picto_experience: (707)
:inventory_resources: Clef de la Sentence de la Balance (Niv. 200) | 254,19 :picto_experience: (707)
:inventory_resources: Clef du Trône de Sang (Niv. 200) | 254,19 :picto_experience: (707)
:inventory_resources: Clef des Fers de la Tyrannie (Niv. 200) | 254,19 :picto_experience: (707)
:inventory_resources: Clef de la Brasserie du roi Dazak (Niv. 200) | 254,19 :picto_experience: (707)
:inventory_resources: Clef du Ventre de la Baleine (Niv. 200) | 254,19 :picto_experience: (707)
:inventory_resources: Clef de l'Aquadôme de Merkator (Niv. 200) | 254,19 :picto_experience: (707)
:inventory_resources: Clef du Donjon du Comte Harebourg (Niv. 200) | 254,19 :picto_experience: (707)
:inventory_resources: Clef du Laboratoire de Nileza (Niv. 200) | 254,19 :picto_experience: (707)
